department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won,avg_training_score,is_promoted
4,31,2,1,1,2,44,5,6,0,0,71,1
8,14,0,1,0,1,28,4.127819043,3,1,0,78,1
5,6,0,0,0,1,35,4.899450311,7,1,0,70,1
5,4,2,1,0,2,30,3,3,1,0,67,0
7,24,0,1,2,1,33,1,5,0,0,49,0
5,13,2,0,0,1,34,4.06384612,9,0,0,95,1
0,14,0,1,2,1,30,4,4,0,0,86,0
4,11,0,0,0,1,42,3,6,0,0,57,0
1,14,0,0,0,1,28,3.007432135,2,1,0,58,1
4,14,2,0,2,1,35,4.54612355,8,0,0,72,1
8,13,2,1,0,1,35,3,10,0,0,76,0
7,15,0,1,0,1,27,5,2,0,0,46,0
2,1,2,1,0,1,30,5,4,1,0,54,0
7,17,0,1,2,2,34,3,7,0,0,51,0
4,15,0,1,0,1,37,4,11,0,0,62,0
5,11,2,0,0,1,42,2,5,0,0,71,0
1,2,0,1,0,2,31,5,5,1,0,66,0
5,24,2,1,0,1,42,3,6,1,0,70,1
0,19,0,0,0,1,31,5,5,1,0,88,0
0,14,0,1,2,2,27,5,3,0,0,80,1
0,0,1,1,1,1,31,4.213490992,3,1,0,90,1
4,23,0,0,0,1,32,5,6,0,0,70,1
4,4,2,1,0,1,36,4,2,1,0,62,0
5,11,0,0,2,2,43,2,12,0,0,67,0
0,24,0,1,2,2,29,5,2,1,0,83,0
7,0,0,1,0,1,29,4.495927678,4,1,0,47,1
1,29,0,0,0,1,28,5,2,1,0,96,1
7,11,0,0,2,1,31,3,5,1,0,50,0
6,11,0,1,0,1,38,5,10,1,0,58,1
7,31,2,1,2,1,40,4,10,0,0,53,0
4,28,2,0,2,1,38,5,3,0,0,70,1
8,11,2,1,1,1,39,5,10,1,0,78,1
5,7,2,0,2,1,46,3,2,0,0,68,0
4,1,2,1,2,2,33,4,7,0,0,56,0
7,11,0,0,0,1,58,4.033723767,18,0,0,90,1
1,11,0,1,0,1,27,3,3,0,0,59,0
5,4,2,0,0,1,34,5,5,1,0,73,1
0,14,0,1,2,1,28,5,5,0,0,84,1
8,15,0,1,2,2,32,3,5,1,0,84,0
4,14,0,1,2,1,34,4,5,0,0,59,0
7,2,0,1,0,3,26,3,2,0,0,47,0
7,32,0,1,0,1,30,3,5,1,0,52,0
7,6,0,1,2,1,36,2,6,1,0,52,0
8,2,2,1,0,1,39,4,3,0,0,79,0
5,11,0,0,1,1,31,4.931348286,3,0,0,79,1
6,11,0,1,0,1,39,5,9,1,0,86,0
4,10,2,1,0,1,37,4.2031507,4,1,0,56,1
4,24,0,0,0,1,33,3.270562739,9,1,0,62,1
4,20,0,1,2,1,34,5,4,1,0,58,0
4,11,0,0,1,1,36,5,3,0,0,78,1
4,14,0,1,0,2,28,5,2,1,0,54,1
7,28,2,1,0,1,35,4.038194655,9,1,0,48,1
2,20,1,1,2,2,35,4,2,1,0,61,1
4,6,0,0,0,1,33,5,10,0,0,59,0
8,8,2,1,2,1,35,1,7,0,0,78,0
0,21,0,1,2,1,26,5,2,1,0,87,0
7,4,0,1,0,1,43,3,2,1,0,49,1
7,11,0,0,1,1,37,4.819724083,10,0,0,89,1
7,11,0,1,1,1,26,5,2,0,0,61,1
0,13,0,1,0,1,30,5,2,1,0,83,1
1,19,0,1,0,1,27,4.819816395,2,0,0,70,1
0,17,0,1,2,1,31,5,2,0,0,87,1
3,19,0,1,2,1,26,4.066903635,1,1,0,59,1
7,33,2,1,0,1,30,4,3,0,0,52,0
8,7,1,0,2,1,23,5,2,0,0,91,1
7,23,0,1,2,1,42,1,4,0,0,48,0
2,4,0,1,2,1,27,4.30026331,4,1,0,48,1
0,14,0,1,0,3,28,4.526076095,2,1,0,81,1
2,23,0,1,0,1,29,5,2,1,0,60,1
8,29,0,1,0,2,31,3.954720212,6,0,0,89,1
2,11,1,0,2,1,21,3,2,0,0,48,0
7,11,0,1,1,1,34,3,8,1,0,47,0
4,11,0,0,2,1,30,4,9,0,0,55,0
8,31,0,1,2,3,30,3,6,0,0,82,0
7,2,0,1,0,1,36,3.191570099,2,1,0,94,1
7,28,2,0,0,1,32,4.14358516,5,0,0,64,1
4,13,0,1,0,1,35,5,5,1,0,61,0
7,19,0,1,2,3,30,1,4,0,0,50,0
8,14,2,1,0,1,31,3.984193837,5,1,0,80,1
4,14,2,1,0,1,35,5,8,1,0,61,1
8,4,2,1,2,2,33,1,4,0,0,79,0
0,21,0,1,0,1,30,5,4,0,0,87,0
7,14,2,1,2,3,42,3,5,0,0,55,0
0,19,0,1,0,1,27,5,2,1,0,86,1
8,11,2,1,1,1,42,3,14,0,0,80,0
5,31,0,1,2,1,34,3,9,0,0,76,0
5,1,2,1,2,1,29,3,5,1,0,68,0
5,31,1,1,0,1,43,5,6,1,0,71,1
4,21,0,1,2,1,29,3,6,0,0,60,0
7,14,0,1,0,1,28,3,2,1,0,99,1
7,3,0,0,2,1,24,4.193882601,1,0,0,62,1
7,11,1,1,1,1,37,3,8,1,0,48,1
7,30,2,1,0,1,35,3,8,0,0,48,0
5,11,2,0,2,1,37,3,7,1,0,72,1
8,15,0,0,0,2,31,4,2,0,0,78,0
4,7,0,1,2,1,38,3.638406837,7,1,0,86,1
4,11,2,0,2,1,46,3,13,0,0,64,0
8,11,0,1,2,1,60,3,29,0,0,79,0
0,31,0,1,0,1,35,4,4,0,0,86,0
5,18,0,1,2,1,26,4,2,1,0,59,1
0,14,0,1,0,1,31,3,4,0,0,85,0
5,19,2,0,1,1,35,4.8672359,3,0,0,66,1
4,4,0,1,0,1,28,4,3,1,0,60,1
7,7,2,1,0,1,48,4,7,0,0,68,1
0,21,0,0,2,1,28,5,4,0,0,83,1
8,8,0,1,0,1,26,4,3,0,0,80,0
5,31,0,1,0,1,39,3.66423782,8,0,0,63,1
0,10,0,1,0,1,33,3,9,1,0,86,0
1,11,0,0,0,1,40,1.12130636,2,0,0,78,1
5,11,2,0,0,1,48,1,15,0,0,70,0
7,19,0,0,1,1,29,3.670320781,5,0,0,59,1
4,11,2,0,2,1,49,4.133538111,7,1,0,56,1
7,11,0,0,2,2,44,1,14,0,0,52,0
7,4,2,1,0,1,33,5,8,1,0,45,0
4,14,0,0,1,1,32,5,5,0,0,69,1
1,10,0,0,2,1,36,5,7,0,0,59,0
5,14,0,1,0,3,29,3,3,0,0,70,0
8,18,0,1,2,1,29,5,4,1,0,80,1
4,14,0,0,0,2,32,3,4,0,0,67,0
7,11,0,1,2,1,31,1.136012573,5,0,0,58,1
5,11,2,1,2,3,43,3,12,0,0,67,0
0,11,2,1,0,1,38,5,5,1,0,85,0
8,21,2,0,0,2,34,2,3,0,0,83,0
4,32,0,1,0,1,39,3,6,0,0,59,0
7,16,0,1,0,1,31,2,2,0,0,49,0
2,11,2,0,0,1,50,3,13,0,0,47,0
4,11,2,0,0,1,38,4,4,1,0,58,0
8,11,0,0,0,1,28,3.020610042,2,1,0,78,1
0,30,0,0,2,1,29,5,5,1,0,90,1
7,31,1,1,1,1,33,4.82630238,7,1,0,90,1
5,4,0,0,0,1,30,5,5,0,0,84,1
4,11,2,0,2,1,39,2.170160037,7,0,0,68,1
0,21,0,1,0,1,28,3,6,1,0,88,0
7,31,0,1,2,1,37,5,4,0,0,47,0
8,18,0,0,0,1,27,3,2,1,0,77,1
7,11,0,1,0,1,54,4,16,0,0,63,1
8,31,2,1,0,1,50,2,13,0,0,81,0
0,28,2,1,2,1,41,4.907940947,8,1,0,85,1
7,20,0,1,0,1,36,3.681357326,3,1,0,46,1
7,5,0,1,2,1,33,5,8,0,0,50,0
5,11,2,0,0,1,59,5,31,1,0,69,1
2,11,2,1,2,1,60,4,3,0,0,44,0
7,21,0,1,0,2,37,1,4,0,0,49,0
4,28,0,1,0,1,29,5,5,1,0,63,1
8,21,0,1,0,1,26,2,2,0,0,81,0
6,11,2,1,2,1,36,5,3,1,0,85,0
4,11,1,0,0,1,35,3,5,1,0,59,1
8,31,0,0,2,1,25,3,2,0,0,79,0
5,14,2,0,0,1,30,5,4,1,0,74,0
7,31,2,1,2,1,47,3,7,0,0,48,0
4,15,0,0,0,2,33,4.361764514,3,1,0,60,1
5,31,0,0,2,1,29,5,5,0,0,62,1
0,14,0,1,1,1,29,2.871673686,2,1,0,91,1
4,14,0,0,0,1,35,2.801429711,7,1,0,57,1
5,5,0,0,2,1,30,3,6,1,0,66,1
0,11,0,1,0,2,25,5,3,0,0,85,1
0,11,0,1,2,1,38,4,8,0,0,87,0
1,19,0,1,2,1,26,3.343857001,1,1,0,60,1
7,4,0,0,2,1,39,4.437108011,6,1,0,51,1
8,29,0,0,2,1,32,3,4,0,0,82,0
8,14,2,1,2,1,33,4,10,0,0,79,0
7,28,0,1,0,1,44,4.902962657,7,1,0,82,1
7,24,0,1,2,1,32,5,4,0,0,52,0
2,11,0,1,0,1,41,1,6,0,0,54,0
5,11,2,0,2,1,35,1,4,0,0,74,0
0,14,0,0,0,2,28,5,4,0,0,87,1
4,24,0,1,2,1,30,2,4,0,0,58,0
4,11,0,1,2,1,31,2,7,0,0,60,0
7,16,0,1,0,1,31,5,5,1,0,50,1
7,23,0,1,0,1,28,3.389371567,5,1,0,94,1
7,11,0,1,0,1,56,4.417470134,5,0,0,94,1
7,4,2,1,2,1,31,5,5,1,0,53,1
6,11,1,0,1,1,33,5,4,0,0,66,1
4,28,2,1,2,1,40,3,5,1,0,63,0
4,11,2,0,0,1,51,3.809590107,18,1,0,59,1
0,14,0,1,2,2,29,5,5,0,0,84,1
8,2,0,0,0,1,32,3,6,0,0,79,0
5,31,2,0,0,1,35,5,6,0,0,66,1
4,7,0,1,2,1,51,5,22,1,0,62,1
4,11,0,0,0,1,58,4.649944723,3,0,0,70,1
8,6,0,1,0,1,28,3,3,0,0,81,0
7,28,0,0,0,1,35,5,10,0,0,50,0
4,11,2,0,0,2,49,4,21,1,0,60,0
4,6,0,1,0,1,39,5,4,1,1,60,1
7,7,0,1,2,1,33,4,7,1,0,49,0
5,24,0,0,2,1,28,4,3,1,0,84,1
4,7,2,0,0,1,40,3.498470954,5,0,0,68,1
4,28,1,0,0,1,45,4.668199994,2,1,0,58,1
4,28,0,0,2,1,37,3.401563959,11,0,0,70,1
0,20,2,1,0,1,32,4.064964321,3,1,0,85,1
5,31,0,1,0,1,37,2,5,0,0,70,0
0,14,0,1,2,2,31,4,6,0,0,84,0
2,11,2,0,2,1,59,5,13,1,0,52,0
2,14,0,1,2,1,31,3,9,0,0,96,1
8,31,0,0,0,1,34,3.081939163,7,1,0,79,1
7,28,0,1,2,2,31,5,6,1,0,49,0
4,14,2,0,0,1,44,5,17,0,0,63,0
5,17,0,1,2,1,28,1.369648342,4,0,0,85,1
2,11,1,0,1,1,25,3,2,1,0,61,1
7,28,2,1,2,1,39,3.053289571,2,1,0,48,1
0,10,0,0,0,1,33,3,6,1,0,86,1
7,17,0,1,0,1,27,4.734698352,4,1,0,49,1
7,17,0,1,2,1,27,4,4,1,0,52,1
4,31,0,1,2,1,28,3.163174337,3,1,0,62,1
5,11,0,1,1,1,32,5,6,1,0,65,0
4,31,1,0,1,1,37,3,4,0,0,72,1
8,14,0,1,0,1,28,4,5,1,0,82,0
8,14,0,1,0,1,27,2,2,0,0,80,0
6,14,2,1,2,1,39,4.634492311,4,1,0,96,1
7,14,0,1,2,1,34,5,7,0,0,91,1
7,7,0,1,2,1,36,4,10,0,0,50,0
5,32,2,0,2,1,43,4,6,1,0,73,0
8,4,0,0,0,1,30,4.896962405,5,0,0,92,1
0,14,0,0,2,1,31,4.708917839,3,1,0,83,1
7,6,0,1,0,1,30,5,2,1,0,47,1
5,14,0,0,0,1,27,3,4,0,0,67,0
0,28,2,1,0,1,32,4,5,1,0,84,0
4,29,0,1,0,1,39,1,4,0,0,59,0
4,3,0,1,0,1,34,3.79918804,6,1,0,57,1
4,30,2,0,2,1,38,3,4,0,0,72,1
8,24,2,1,2,1,44,5,6,1,0,78,0
0,24,0,0,2,1,28,3,3,0,0,89,0
3,11,1,0,1,2,24,3.17817933,2,1,0,62,1
4,6,0,1,0,1,32,5,7,1,0,58,1
4,25,0,1,0,1,35,4,8,1,0,61,0
7,11,0,1,1,1,36,4.062659448,10,1,0,51,1
3,14,1,0,0,1,31,5,4,1,0,57,1
4,1,0,1,0,1,34,5,9,0,0,71,1
7,20,2,1,0,1,35,4,4,0,0,42,0
7,0,0,1,2,1,34,1,5,0,0,53,0
4,6,0,1,0,1,41,5,6,0,0,61,0
4,6,0,1,0,1,33,2,9,0,0,57,0
8,11,2,1,0,1,56,1,16,0,0,82,0
5,14,0,0,2,2,26,3,4,1,0,71,0
4,16,2,0,0,2,33,3,9,0,0,60,0
1,18,0,1,0,1,25,5,3,1,0,62,0
5,8,2,1,0,1,54,5,17,1,0,97,1
4,30,0,0,2,1,30,3.46823569,8,1,0,60,1
3,4,0,1,0,1,26,4.414495832,3,0,0,59,1
5,11,2,0,1,1,39,3,7,1,0,65,1
7,29,0,0,0,1,30,1,4,0,0,50,0
8,8,0,0,1,1,30,5,6,1,0,80,1
7,20,1,1,1,1,35,2.241727008,10,1,0,48,1
0,21,0,1,0,1,28,4,1,1,0,81,0
5,24,0,0,0,2,26,3,3,0,0,70,0
8,7,0,1,0,1,28,3,4,0,0,78,0
6,9,0,1,1,1,55,5,16,1,0,97,1
5,11,0,0,0,1,52,5,19,1,0,67,0
5,31,2,0,0,1,44,5,6,1,0,70,1
0,19,0,1,0,1,31,3,3,0,0,89,0
8,11,2,1,0,1,49,5,18,1,0,75,1
7,12,0,1,2,1,29,4,3,0,0,49,0
7,11,0,1,0,4,29,1,2,0,0,45,0
8,0,0,1,2,1,28,3,6,0,0,83,0
7,20,2,1,0,1,40,5,6,1,0,50,1
3,6,0,1,0,1,35,3,6,0,0,59,0
4,31,0,1,0,1,38,2,2,0,0,56,0
5,14,2,0,1,1,34,3.453252998,6,1,0,94,1
7,25,0,1,2,1,24,5,2,1,0,47,0
8,15,0,1,0,1,26,4,2,0,0,78,0
4,24,0,1,0,1,26,3,3,0,0,63,0
7,11,0,0,2,3,31,1,3,0,0,50,0
0,14,0,1,2,2,43,3,5,0,0,84,0
8,2,0,1,2,1,30,5,5,0,0,80,1
4,31,2,0,1,1,42,3.360439677,6,0,0,70,1
2,11,0,1,0,1,24,3,2,0,0,50,0
7,11,2,0,2,1,38,4,11,1,0,47,1
4,6,0,0,0,1,43,5,5,1,0,60,1
7,0,2,1,2,1,32,3,7,1,0,50,0
4,24,2,1,2,1,47,5,9,0,0,58,0
5,11,0,0,0,1,60,1,8,0,0,67,0
5,11,2,1,0,1,38,5,10,1,0,66,0
0,20,0,1,0,1,26,3.466678351,2,1,0,89,1
7,20,2,1,0,1,33,4,8,0,0,47,0
8,11,0,0,0,1,30,3.929886325,2,1,0,77,1
4,14,0,0,1,1,30,3,4,1,0,56,0
7,14,0,1,2,1,30,4.187218142,3,0,0,92,1
8,11,0,1,0,1,27,2,4,0,0,82,0
4,11,0,0,1,1,50,3.422974978,20,1,0,61,1
7,22,0,1,0,1,28,4.376052094,2,0,0,93,1
4,20,0,0,2,1,35,4,6,0,0,55,0
4,3,0,0,1,1,31,4.618499689,3,1,0,61,1
5,10,2,0,0,1,49,5,9,1,0,73,1
0,2,0,0,2,1,29,5,2,1,0,82,0
8,31,2,0,2,1,32,4,5,0,0,81,0
5,31,1,0,0,1,34,5,5,1,0,67,1
4,6,0,0,1,1,37,3,9,1,0,57,1
4,0,2,1,0,1,38,5,9,1,0,61,0
5,31,0,0,0,1,32,4,6,1,0,71,0
7,6,2,0,0,1,32,3,5,0,0,49,0
5,7,2,0,0,1,46,3,17,0,0,67,0
4,18,2,1,2,1,45,3,19,0,0,58,0
5,31,2,0,1,1,32,3,5,1,0,71,1
7,11,0,1,0,1,50,2.191902326,3,1,0,49,1
5,14,0,0,0,1,25,3,3,0,0,68,0
7,22,0,1,2,1,28,3.273192361,5,1,0,47,1
1,24,0,1,2,1,41,1,6,0,0,60,0
8,18,2,0,0,1,40,4,11,0,0,79,0
7,15,0,1,2,1,44,3,15,0,0,51,0
4,11,2,0,0,1,40,4,16,0,0,59,0
6,2,0,0,2,1,30,3.722331787,4,1,0,80,1
7,31,0,1,0,1,32,2.16588449,8,0,0,90,1
7,11,0,0,2,1,28,1,2,0,0,51,0
7,14,0,0,0,1,29,3.951635851,3,1,0,53,1
5,13,0,1,0,2,37,3,2,0,0,66,0
7,18,0,1,0,2,25,1,4,0,0,47,0
0,20,0,1,2,1,28,4.545164274,6,1,0,90,1
4,11,0,1,2,1,55,3,17,0,0,59,0
7,17,2,1,2,1,37,3,9,1,0,51,1
8,3,2,0,0,1,37,4.511156354,3,0,0,84,1
7,20,0,1,2,2,30,1,3,0,0,48,0
0,0,1,1,0,1,32,5,5,0,0,84,1
7,4,0,1,2,1,37,3.920646557,4,1,0,52,1
5,11,0,0,0,2,47,3,3,1,0,69,0
0,24,0,1,2,1,27,3,4,0,0,81,0
7,23,0,1,0,1,31,1,4,1,0,48,0
0,21,0,0,0,1,28,4,2,1,0,87,0
4,2,0,1,2,1,38,3,3,0,1,61,1
8,24,0,0,1,1,30,4.783232618,3,0,0,89,1
4,0,0,1,0,1,31,5,5,0,0,67,0
5,8,0,0,0,1,44,5,4,0,1,90,1
7,5,0,0,0,1,36,3,8,0,0,82,1
2,11,1,1,0,1,20,5,2,1,0,47,1
8,11,0,0,2,1,32,5,6,1,0,77,0
4,5,0,1,0,1,38,5,3,1,0,57,1
7,11,0,0,2,1,29,3,2,1,0,45,0
8,11,0,0,0,1,39,3.159551308,8,1,0,83,1
7,11,0,1,0,1,30,4,4,0,0,62,1
4,28,2,0,1,1,41,4.664755434,8,1,0,60,1
5,6,0,0,0,2,31,1,1,0,0,76,0
1,14,0,1,0,1,31,3,3,1,0,59,0
4,11,0,1,0,1,36,5,12,1,0,58,0
3,11,0,1,0,1,27,3.543876054,2,0,0,73,1
4,11,1,0,2,1,24,3,2,0,0,61,0
7,30,0,1,0,1,27,1,5,0,0,52,0
4,31,2,0,0,1,38,5,4,1,0,60,0
0,12,2,1,0,1,40,5,5,0,1,83,1
3,31,0,1,2,1,35,5,3,1,0,57,1
4,14,0,0,0,1,32,3,6,1,0,55,0
5,6,2,1,2,1,52,3,17,0,0,73,0
2,11,1,1,1,1,57,4.971761356,6,0,0,61,1
5,6,2,1,0,1,38,5,4,1,0,70,1
0,14,0,0,0,1,28,5,2,1,0,83,0
4,31,2,0,2,1,39,3,12,0,0,55,0
4,11,1,1,1,1,49,5,5,1,0,57,1
4,14,0,0,0,1,34,2.639219284,7,1,0,57,1
1,14,0,1,2,1,31,1,5,0,0,58,0
1,11,1,1,2,1,24,4,2,1,0,53,0
7,24,0,1,2,1,37,5,8,0,0,48,0
8,11,0,1,0,1,25,2,4,0,0,78,0
7,23,2,1,2,1,38,5,10,1,0,46,0
4,5,0,0,0,1,32,3.718272325,7,1,0,57,1
8,10,1,0,2,1,34,4,3,1,0,79,1
4,4,0,0,0,1,32,5,7,1,0,61,0
2,4,0,1,2,1,35,3,7,0,0,48,0
4,31,2,1,0,1,56,3,29,0,0,61,0
7,31,0,0,0,1,43,5,9,1,0,47,1
7,2,2,1,0,3,36,3,9,0,0,54,0
4,23,1,0,0,1,44,4.831770012,4,1,0,93,1
7,31,0,1,2,1,26,3,2,1,0,53,1
6,31,0,1,0,1,28,4.743495484,2,1,0,80,1
8,6,0,1,2,1,37,5,7,1,0,79,1
4,28,1,0,0,1,38,4.3159279,10,1,0,58,1
3,11,2,0,2,1,54,5,11,1,0,58,1
7,19,1,1,0,1,43,3,11,1,0,54,1
5,4,2,1,2,1,32,4,3,1,0,69,0
8,19,0,0,2,1,31,4,4,1,0,89,1
7,14,2,1,0,1,39,5,3,1,0,47,0
5,6,0,1,2,1,28,2,6,0,0,68,0
5,4,2,1,2,1,43,1,7,0,0,69,0
7,14,2,1,2,3,38,3,4,0,0,49,0
5,6,2,0,0,1,41,5,13,1,1,67,0
6,15,2,1,2,1,53,5,3,1,0,75,1
8,26,0,1,0,1,54,1,13,0,0,79,0
4,4,1,0,2,1,35,5,2,1,0,56,1
7,11,0,1,0,1,37,4.689050784,10,0,0,58,1
0,14,0,1,0,1,32,5,5,1,0,85,0
0,10,0,1,0,1,38,4,12,0,0,84,0
8,4,0,0,0,1,22,4,2,1,0,77,0
5,12,2,0,0,1,48,5,17,1,0,52,1
7,31,2,0,0,1,33,4.564878708,8,1,0,50,1
7,28,0,1,0,1,34,4,3,1,1,46,0
6,14,0,0,2,1,26,3,2,0,0,61,1
5,11,0,0,2,2,39,3,4,0,0,73,0
8,8,0,0,1,1,29,4.47023956,4,0,0,86,1
0,18,0,1,0,1,33,5,8,0,0,88,1
7,11,0,1,0,1,51,5,19,0,0,40,0
0,23,0,1,2,1,32,1,4,0,0,87,0
5,12,0,1,2,1,28,3,5,1,0,68,0
7,17,1,1,0,1,39,5,3,0,0,90,1
7,18,0,1,0,1,25,3,2,1,0,72,1
7,17,2,0,0,1,35,5,8,1,0,50,1
8,11,0,1,0,1,29,1,4,0,0,77,0
8,11,2,0,0,1,37,5,9,1,0,76,1
4,14,0,1,1,1,36,5,9,1,0,58,1
4,11,0,0,0,1,39,3,7,1,0,61,0
4,14,0,1,0,1,29,4,2,1,0,56,0
7,11,0,0,2,1,30,3.395457027,4,1,0,48,1
7,2,2,1,2,1,39,1,2,0,0,47,0
5,11,2,0,0,1,36,3.844584947,7,1,0,67,1
7,2,0,1,1,1,28,3.196663256,2,0,0,60,1
4,31,1,0,0,1,39,4.228016866,2,1,0,82,1
4,6,0,1,2,1,45,4,7,1,0,57,0
1,2,0,1,2,1,31,4,2,0,0,58,0
8,8,0,1,0,1,30,4.252006536,6,0,0,80,1
7,11,0,1,0,3,26,3,2,0,0,53,0
4,2,0,0,0,1,38,4.72009139,4,1,0,57,1
7,29,1,1,0,1,49,3.658381739,18,1,0,47,1
4,14,0,1,2,1,34,3,5,1,0,60,1
7,14,0,1,0,1,45,5,7,0,0,53,0
4,31,0,0,0,1,31,4,2,1,0,60,1
4,11,2,0,2,1,38,5,9,1,0,59,1
7,14,0,1,0,1,33,3.205246483,9,1,0,51,1
2,28,2,1,0,1,35,5,9,0,0,43,0
7,11,2,1,1,1,36,5,2,1,0,51,1
7,22,0,1,0,3,27,3,2,1,0,50,0
7,18,0,1,2,1,41,2,3,0,0,50,0
4,31,1,1,0,1,36,5,9,0,0,69,1
7,18,0,1,2,1,44,5,5,0,0,45,0
5,12,2,0,2,1,32,3,8,0,0,72,0
8,23,0,0,2,1,31,2,6,0,0,74,0
4,6,2,0,0,1,39,5,10,1,0,58,0
8,28,0,0,2,2,31,4,3,1,0,80,0
8,18,0,0,0,1,24,3.270070926,2,0,0,91,1
4,14,0,0,0,1,46,1,15,1,0,63,0
4,11,0,1,1,2,35,5,7,0,0,61,0
4,11,2,0,0,1,56,3,16,0,0,71,1
4,25,0,1,0,1,34,4,3,1,0,53,0
5,15,0,0,0,1,35,5,7,1,0,70,1
8,11,0,0,0,1,32,2,7,0,0,78,0
4,14,0,1,0,1,32,4.035199407,4,0,0,56,1
0,30,2,1,2,1,35,5,8,1,0,87,1
5,14,0,0,0,1,28,5,2,1,0,70,1
4,14,1,0,2,1,32,5,4,0,0,83,1
7,2,0,1,0,1,28,2,2,0,0,48,0
1,14,0,1,1,1,26,4.374270786,3,0,0,91,1
7,4,2,0,2,1,34,1,2,0,0,50,0
6,28,1,1,0,1,35,4.203067275,9,1,0,86,1
0,14,0,1,0,1,30,5,2,1,0,91,1
4,6,0,0,0,1,31,3,5,0,0,58,0
4,10,0,0,2,1,36,5,10,1,0,57,1
4,24,0,1,2,1,40,5,10,1,0,62,0
3,14,0,0,0,1,29,3,2,0,0,57,0
8,9,0,1,0,1,31,4.280975825,6,1,0,80,1
5,5,0,0,2,1,33,5,7,1,0,67,1
4,11,2,0,2,1,49,4.668922368,7,1,0,57,1
5,10,0,0,1,1,38,5,3,1,0,69,1
2,18,0,0,2,1,28,3,6,0,0,52,0
0,14,0,0,2,2,30,5,2,0,0,87,0
2,11,2,0,0,1,50,4,15,1,0,59,1
3,31,0,1,0,1,35,3,5,0,0,61,0
0,25,0,1,2,1,27,3,3,1,0,85,0
8,11,0,0,0,1,42,4,7,0,0,82,0
5,9,0,0,1,1,31,3.590183122,3,1,0,67,1
7,11,2,0,2,1,40,3,3,1,0,48,1
5,4,0,0,0,1,30,4.62331899,6,0,0,83,1
0,31,0,1,2,1,37,5,7,0,0,83,0
0,18,0,1,2,1,36,3,3,1,0,80,0
8,32,0,1,2,1,31,5,3,1,0,83,0
7,16,0,1,0,1,37,3,9,0,0,46,0
4,10,2,1,0,1,43,3,14,0,0,58,0
7,28,2,1,1,1,34,4.777050497,2,0,0,63,1
4,17,2,0,0,1,46,3.751173643,15,0,0,71,1
7,20,2,0,0,1,31,3.521670321,7,1,0,48,1
5,14,2,0,0,1,35,5,3,1,0,68,0
0,6,0,1,0,1,27,3.251876236,2,1,0,87,1
4,10,2,1,0,1,44,4,13,1,0,61,1
4,30,0,0,2,1,27,1,3,1,0,62,0
8,14,0,1,0,1,34,3,7,0,0,79,0
7,22,0,1,2,1,29,1,5,0,0,50,0
4,28,2,1,2,1,42,3,5,0,0,65,0
6,31,1,0,2,1,40,4,4,1,0,51,1
7,12,0,1,0,1,32,1,7,0,0,52,0
7,11,0,0,0,1,27,4,3,1,0,48,1
5,3,0,0,2,1,26,3,2,0,0,68,0
5,4,0,0,0,1,38,3,8,0,0,68,0
7,28,0,1,2,1,36,4,7,0,0,51,0
1,11,0,1,2,3,39,3,5,1,0,60,0
7,8,2,0,0,1,38,4,10,0,0,48,0
2,31,0,1,2,1,28,5,5,0,0,45,0
8,11,2,1,0,1,32,4,9,0,0,76,0
8,11,2,1,0,1,47,4,4,1,0,77,0
8,11,1,0,0,1,23,4,2,0,0,76,0
2,28,2,0,1,1,32,4.922146255,6,1,0,48,1
5,6,0,0,0,1,29,5,5,1,0,71,1
4,6,2,0,2,1,36,4,10,0,0,61,0
5,11,2,0,2,1,42,4,14,1,0,71,0
4,11,0,0,0,2,56,5,14,1,0,60,0
1,28,0,1,0,2,28,5,3,1,0,63,0
2,14,2,1,0,1,35,4,8,1,0,53,0
0,13,0,1,0,1,30,3,6,0,0,83,1
4,27,2,1,2,1,33,3,6,0,0,63,0
8,28,0,1,2,1,40,4,8,1,0,82,0
0,14,0,0,2,1,31,4.44834045,2,1,0,88,1
8,31,2,0,1,1,33,4,2,1,0,91,1
8,15,0,0,0,1,30,5,6,0,0,82,1
7,32,0,1,2,1,37,5,3,1,0,47,0
7,11,0,0,0,2,37,3,5,0,0,51,0
5,31,2,0,2,1,39,4,2,0,0,68,0
2,11,2,0,0,1,40,5,4,1,0,45,0
7,28,1,1,0,1,38,4.960368727,7,0,0,59,1
7,20,0,1,0,1,39,4.811108769,9,1,0,45,1
6,14,0,1,2,1,27,3,2,0,0,88,0
4,31,0,1,2,1,47,5,4,1,0,54,0
8,7,0,0,0,2,35,5,10,1,0,82,0
4,4,0,1,0,1,35,1,6,0,0,61,0
8,7,0,0,0,1,32,5,6,1,0,77,0
7,11,2,1,0,1,45,4,7,0,0,50,0
7,0,0,1,0,1,31,2,4,1,0,47,0
5,14,0,1,2,1,42,3,6,1,0,69,0
7,11,0,0,1,1,23,2.10485229,2,0,0,93,1
7,25,0,1,0,1,37,3,2,0,0,55,0
8,11,0,0,0,1,27,1,5,1,0,79,1
4,6,2,1,1,1,36,5,8,1,1,62,0
5,11,0,1,2,1,31,5,5,1,0,74,1
0,11,0,1,0,1,37,3,4,1,0,88,0
4,14,1,1,2,1,34,3,6,1,0,60,1
